"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","hasOnlinePdf","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","catalogUrl","pdfUrl"
"470761005","1989-06-16","1989-06-16","Catalog coverage dates","NSC/DC 031 - June 16, 1989 - NSC/DC Meeting on Annual Review of Covert Action Program s Part II, Keywords: Covert Action (File located @ LM)","90010-010","Series context and cross-volume routing","Series context","not online","false","0","0","No online PDF","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–010, NSC/DC 031—June 16, 1989—NSC/DC Meeting on Annual Review of Covert Action Program s Part II, Keywords: Covert Action (File located @ LM).","https://catalog.archives.gov/id/470761005",""
"470761011","1989-06-16","1989-06-16","Catalog coverage dates","NSC/DC 037 - June 16, 1989 - NSC/DC Meeting on Panama, Keywords: Panama","90010-016","Series context and cross-volume routing","Series context","verified","true","1464549","1464549","HTTP Content-Length","Restricted - Possibly","0","0","0","2","4","5","0","3","0","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–016, NSC/DC 037—June 16, 1989—NSC/DC Meeting on Panama, Keywords: Panama.","https://catalog.archives.gov/id/470761011","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-37-90010-016.pdf"
"470761012","1989-06-21","1989-06-21","Catalog coverage dates","NSC/DC 038 - June 21, 1989 - NSC/DC Meeting on Limitations on Nuclear Testing, Keywords: Nuclear Testing","90010-017","Series context and cross-volume routing","Series context","verified","true","10142915","10142915","HTTP Content-Length","Restricted - Possibly","0","0","0","9","6","18","0","4","3","0","5","3","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–017, NSC/DC 038—June 21, 1989—NSC/DC Meeting on Limitations on Nuclear Testing, Keywords: Nuclear Testing.","https://catalog.archives.gov/id/470761012","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-38-90010-017.pdf"
"470761013","1989-07-07","1989-07-07","Catalog coverage dates","NSC/DC 039 - July 07, 1989 - NSC/DC Meeting on Countercocaine Strategy for Latin America, Keywords: Latin America, Counternarcotics (File located @ LM)","90010-018","Series context and cross-volume routing","Series context","not online","false","0","0","No online PDF","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–018, NSC/DC 039—July 07, 1989—NSC/DC Meeting on Countercocaine Strategy for Latin America, Keywords: Latin America, Counternarcotics (File located @ LM).","https://catalog.archives.gov/id/470761013",""
"470761014","1989-07-10","1989-07-10","Catalog coverage dates","NSC/DC 040 - July 10, 1989 - NSC/DC Meeting on Start PPM Initiative, Keywords: Arms Control, Start, ICBM","90010-019","Series context and cross-volume routing","Series context","verified","true","7620170","7620170","HTTP Content-Length","Restricted - Possibly","0","0","0","0","9","22","0","7","5","0","8","1","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–019, NSC/DC 040—July 10, 1989—NSC/DC Meeting on Start PPM Initiative, Keywords: Arms Control, Start, ICBM.","https://catalog.archives.gov/id/470761014","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-40-90010-019.pdf"
"470761015","1989-07-21","1989-07-21","Catalog coverage dates","NSC/DC 041 - July 21, 1989 - NSC/DC Meeting on Conventional Arms Control, Keywords: Arms Control","90010-020","Series context and cross-volume routing","Series context","verified","true","19783100","19783100","HTTP Content-Length","Restricted - Possibly","0","0","0","27","3","46","0","1","9","0","18","9","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–020, NSC/DC 041—July 21, 1989—NSC/DC Meeting on Conventional Arms Control, Keywords: Arms Control.","https://catalog.archives.gov/id/470761015","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-41-90010-020.pdf"
"470761016","1989-08-03","1989-08-03","Catalog coverage dates","NSC/DC 042 - August 03, 1989 - NSC/DC Meeting on Countercocaine Strategy, Keywords: Counternarcotics (File located @ LM)","90010-021","Series context and cross-volume routing","Series context","not online","false","0","0","No online PDF","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–021, NSC/DC 042—August 03, 1989—NSC/DC Meeting on Countercocaine Strategy, Keywords: Counternarcotics (File located @ LM).","https://catalog.archives.gov/id/470761016",""
"470761017","1989-08-09","1989-08-09","Catalog coverage dates","NSC/DC 043 - August 09, 1989 - NSC/DC Meeting on Panama Economic Sanctions, Keywords: Panama, Economics, Sanctions, DC Minutes","90010-022","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","true","12971528","12971528","HTTP Content-Length","Restricted - Possibly","0","1","0","6","18","442","115","20","30","216","18","6","37","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–022, NSC/DC 043—August 09, 1989—NSC/DC Meeting on Panama Economic Sanctions, Keywords: Panama, Economics, Sanctions, DC Minutes.","https://catalog.archives.gov/id/470761017","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-43-90010-022.pdf"
"470761018","1989-08-17","1989-08-17","Catalog coverage dates","NSC/DC 044 - August 17, 1989 - NSC/DC Meeting on International Drug Strategy, Keywords: Drugs","90010-023","Series context and cross-volume routing","Series context","verified","true","12123773","12123773","HTTP Content-Length","Restricted - Possibly","0","0","0","2","6","35","0","5","10","0","6","6","8","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–023, NSC/DC 044—August 17, 1989—NSC/DC Meeting on International Drug Strategy, Keywords: Drugs.","https://catalog.archives.gov/id/470761018","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-44-90010-023.pdf"
"470761019","1989-08-29","1989-08-29","Catalog coverage dates","NSC/DC 045 - August 29, 1989 - NSC/DC Meeting on Soviet Emigration, Keywords: USSR","90010-024","Series context and cross-volume routing","Series context","verified","true","24711568","24711568","HTTP Content-Length","Restricted - Possibly","0","0","0","13","13","54","10","12","8","1","7","8","8","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–024, NSC/DC 045—August 29, 1989—NSC/DC Meeting on Soviet Emigration, Keywords: USSR.","https://catalog.archives.gov/id/470761019","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-45-90010-024.pdf"
"470761020","1989-08-30","1989-08-30","Catalog coverage dates","NSC/DC 046 - August 30, 1989 - NSC/DC Meeting on Poland, Keywords: Poland","90010-025","Transition Economies and International Economic Strategy","Volume XXX review","verified","true","7612085","7612085","HTTP Content-Length","Restricted - Possibly","0","0","0","0","2","64","9","19","7","1","4","15","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–025, NSC/DC 046—August 30, 1989—NSC/DC Meeting on Poland, Keywords: Poland.","https://catalog.archives.gov/id/470761020","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-46-90010-025.pdf"
"470761021","1989-08-30","1989-08-30","Catalog coverage dates","NSC/DC 047 - August 30, 1989 - NSC/DC Meeting on Panama, Keywords: Panama","90010-026","Series context and cross-volume routing","Series context","verified","true","16790642","16790642","HTTP Content-Length","Restricted - Possibly","0","1","0","1","29","98","8","24","12","7","10","10","27","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90010–026, NSC/DC 047—August 30, 1989—NSC/DC Meeting on Panama, Keywords: Panama.","https://catalog.archives.gov/id/470761021","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-47-90010-026.pdf"
"470761022","1989-09-05","1989-09-05","Catalog coverage dates","NSC/DC 048 - September 05, 1989 - NSC/DC Meeting on CFE, Keywords: CFE, Verification, Arms Control","90011-001","Series context and cross-volume routing","Series context","verified","true","1018839","1018839","HTTP Content-Length","Restricted - Possibly","0","0","0","0","1","1","0","0","1","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90011–001, NSC/DC 048—September 05, 1989—NSC/DC Meeting on CFE, Keywords: CFE, Verification, Arms Control.","https://catalog.archives.gov/id/470761022","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-48-90011-001.pdf"
"470761023","1989-09-05","1989-09-05","Catalog coverage dates","NSC/DC 049 - September 05, 1989 - NSC/DC Meeting on Soviet Emigration, Keywords: USSR","90011-002","Series context and cross-volume routing","Series context","verified","true","23569932","23569932","HTTP Content-Length","Restricted - Possibly","2","1","0","12","12","61","9","10","12","0","10","10","10","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90011–002, NSC/DC 049—September 05, 1989—NSC/DC Meeting on Soviet Emigration, Keywords: USSR.","https://catalog.archives.gov/id/470761023","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-49-90011-002.pdf"
"470761024","1989-09-06","1989-09-06","Catalog coverage dates","NSC/DC 050 - September 06, 1989 - NSC/DC Meeting on Additional Assistance to Poland, Keywords: Poland, Food","90011-003","Transition Economies and International Economic Strategy","Volume XXX review","verified","true","33393525","33393524","HTTP Content-Length","Restricted - Possibly","4","2","0","0","4","442","66","149","70","8","33","94","22","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90011–003, NSC/DC 050—September 06, 1989—NSC/DC Meeting on Additional Assistance to Poland, Keywords: Poland, Food.","https://catalog.archives.gov/id/470761024","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-50-90011-003.pdf"
"470761025","1989-09-11","1989-09-11","Catalog coverage dates","NSC/DC 051 - September 11, 1989 - NSC/DC Meeting on Narcotics Cooperation with Cuba, Keywords: Drugs, Cuba","90011-004","Series context and cross-volume routing","Series context","verified","true","10968768","10968768","HTTP Content-Length","Restricted - Possibly","0","0","0","7","20","52","0","18","11","0","7","7","9","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90011–004, NSC/DC 051—September 11, 1989—NSC/DC Meeting on Narcotics Cooperation with Cuba, Keywords: Drugs, Cuba.","https://catalog.archives.gov/id/470761025","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-51-90011-004.pdf"
"470761026","1989-09-11","1989-09-11","Catalog coverage dates","NSC/DC 052 - September 11, 1989 - NSC/DC Meeting on Cuba and TV MARTI, Keywords: Cuba","90011-005","Series context and cross-volume routing","Series context","verified","true","33398964","33398964","HTTP Content-Length","Restricted - Possibly","16","0","0","14","25","96","1","22","26","0","15","15","17","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90011–005, NSC/DC 052—September 11, 1989—NSC/DC Meeting on Cuba and TV MARTI, Keywords: Cuba.","https://catalog.archives.gov/id/470761026","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-52-90011-005.pdf"
"470761027","1989-09-12","1989-09-12","Catalog coverage dates","NSC/DC 053 - September 12, 1989 - NSC/DC Meeting on Nuclear Testing, Keywords: Nuclear Testing","90011-006","Series context and cross-volume routing","Series context","verified","true","15073129","15073129","HTTP Content-Length","Restricted - Possibly","0","0","0","6","18","79","0","14","11","0","32","11","11","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90011–006, NSC/DC 053—September 12, 1989—NSC/DC Meeting on Nuclear Testing, Keywords: Nuclear Testing.","https://catalog.archives.gov/id/470761027","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-53-90011-006.pdf"
"470761028","1989-09-13","1989-09-13","Catalog coverage dates","NSC/DC 054 - September 13, 1989 - NSC/DC Meeting on Counterterrorism, Keywords: Counterterrorism","90011-007","Series context and cross-volume routing","Series context","verified","true","7387408","7387408","HTTP Content-Length","Restricted - Possibly","0","0","0","4","12","28","0","10","6","0","4","4","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90011–007, NSC/DC 054—September 13, 1989—NSC/DC Meeting on Counterterrorism, Keywords: Counterterrorism.","https://catalog.archives.gov/id/470761028","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-54-90011-007.pdf"
"470761029","1989-09-15","1989-09-15","Catalog coverage dates","NSC/DC 055 - September 15, 1989 - NSC/DC Meeting on Nicaragua, Keywords: Nicaragua (File located @ LM)","90011-008","Series context and cross-volume routing","Series context","verified","true","1859535","1859535","HTTP Content-Length","Restricted - Possibly","0","0","0","6","7","9","0","6","0","1","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90011–008, NSC/DC 055—September 15, 1989—NSC/DC Meeting on Nicaragua, Keywords: Nicaragua (File located @ LM).","https://catalog.archives.gov/id/470761029","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-55-90011-008.pdf"
"470761030","1989-09-15","1989-09-15","Catalog coverage dates","NSC/DC 056 - September 15, 1989 - NSC/DC Meeting on Philippines Military Base Negotiations, Keywords: Philippines, Military Bases","90011-009","Series context and cross-volume routing","Series context","verified","true","10545061","10545061","HTTP Content-Length","Restricted - Possibly","0","0","0","8","24","58","1","22","14","1","6","6","8","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90011–009, NSC/DC 056—September 15, 1989—NSC/DC Meeting on Philippines Military Base Negotiations, Keywords: Philippines, Military Bases.","https://catalog.archives.gov/id/470761030","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-56-90011-009.pdf"
